Date,symbol,Open,High,Low,Close,Volume
2024-06-11,BTC,69508.078125,69549.4140625,66123.6015625,67332.03125,37116136345
2024-06-12,BTC,67321.375,69977.890625,66902.453125,68241.1875,34497940694
2024-06-13,BTC,68243.1015625,68365.78125,66304.5625,66756.3984375,28955204146
2024-06-14,BTC,66747.5703125,67294.6484375,65056.89453125,66011.09375,27403884779
2024-06-15,BTC,66006.7421875,66402.1875,65871.7734375,66191.0,14121265576
2024-06-16,BTC,66189.359375,66894.84375,66018.25,66639.046875,13281140541
2024-06-17,BTC,66636.515625,67188.3203125,65094.96484375,66490.296875,30006354476
2024-06-18,BTC,66490.9765625,66556.703125,64066.95703125,65140.74609375,39481285950
2024-06-19,BTC,65146.66015625,65695.3515625,64693.30078125,64960.296875,21103423504
2024-06-20,BTC,64960.296875,66438.9609375,64547.84765625,64828.65625,25641109124
2024-06-21,BTC,64837.98828125,65007.546875,63378.89453125,64096.19921875,26188171739
2024-06-22,BTC,64113.86328125,64475.46875,63929.7578125,64252.578125,9858198793
2024-06-23,BTC,64248.96484375,64491.703125,63180.796875,63180.796875,11170471802
2024-06-24,BTC,63173.3515625,63292.52734375,58601.69921875,60277.4140625,43152133651
2024-06-25,BTC,60266.28125,62258.26171875,60239.75,61804.640625,29201215431
2024-06-26,BTC,61789.67578125,62434.13671875,60695.1875,60811.27734375,22506003064
2024-06-27,BTC,60811.2265625,62293.86328125,60585.33203125,61604.80078125,21231745045
2024-06-28,BTC,61612.8046875,62126.09765625,59985.40234375,60320.13671875,24952866877
2024-06-29,BTC,60319.875,61097.62109375,60300.96484375,60887.37890625,12652903396
2024-06-30,BTC,60888.4453125,62892.828125,60632.94921875,62678.29296875,17333226409
2024-07-01,BTC,62673.60546875,63777.2265625,62495.51171875,62851.98046875,25468379421
2024-07-02,BTC,62844.41015625,63203.359375,61752.74609375,62029.015625,20151616992
2024-07-03,BTC,62034.33203125,62187.703125,59419.38671875,60173.921875,29756701685
2024-07-04,BTC,60147.13671875,60399.67578125,56777.8046875,56977.703125,41149609230
2024-07-05,BTC,57022.80859375,57497.15234375,53717.375,56662.375,55417544033
2024-07-06,BTC,56659.07421875,58472.546875,56038.9609375,58303.5390625,20610320577
2024-07-07,BTC,58239.4296875,58371.12109375,55793.32421875,55849.109375,20553359505
2024-07-08,BTC,55849.57421875,58131.3359375,54321.01953125,56705.09765625,39766159899
2024-07-09,BTC,56704.59765625,58239.1953125,56316.875,58009.2265625,27849512607
2024-07-10,BTC,58033.8828125,59359.43359375,57178.4140625,57742.49609375,26175260526
2024-07-11,BTC,57729.890625,59299.43359375,57120.37890625,57344.9140625,28707803842
2024-07-12,BTC,57341.1953125,58532.5546875,56590.17578125,57899.46484375,25604805221
2024-07-13,BTC,57908.73828125,59787.078125,57796.44140625,59231.953125,17080061806
2024-07-14,BTC,59225.25,61329.52734375,59225.25,60787.79296875,22223416061
2024-07-15,BTC,60815.45703125,64870.15234375,60704.9296875,64870.15234375,38094526099
2024-07-16,BTC,64784.41796875,65354.33984375,62487.96875,65097.1484375,41617346768
2024-07-17,BTC,65091.83203125,66066.734375,63896.0859375,64118.79296875,32525071311
2024-07-18,BTC,64104.73828125,65104.66015625,63246.1640625,63974.06640625,27239305337
2024-07-19,BTC,63972.32421875,67442.640625,63329.34375,66710.15625,37003855410
2024-07-20,BTC,66709.921875,67610.734375,66299.6171875,67163.6484375,19029581250
2024-07-21,BTC,67164.9140625,68372.90625,65842.296875,68154.5234375,26652190004
2024-07-22,BTC,68152.9765625,68480.0625,66611.296875,67585.25,42649109453
2024-07-23,BTC,67584.8046875,67779.015625,65484.4609375,65927.671875,35605668666
2024-07-24,BTC,65927.859375,67113.984375,65146.99609375,65372.1328125,27470942309
2024-07-25,BTC,65375.875,66112.421875,63473.47265625,65777.2265625,38315761670
2024-07-26,BTC,65771.8125,68207.6015625,65743.765625,67912.0625,30488630457
2024-07-27,BTC,67911.8125,69398.5078125,66705.21875,67813.3359375,34691905492
2024-07-28,BTC,67808.65625,68301.8515625,67085.828125,68255.8671875,18043166945
2024-07-29,BTC,68259.0546875,69987.5390625,66532.59375,66819.9140625,40780682628
2024-07-30,BTC,66819.0546875,66987.671875,65323.19140625,66201.015625,31380492109
2024-07-31,BTC,66201.2734375,66810.2109375,64532.046875,64619.25,31292785994
2024-08-01,BTC,64625.83984375,65593.2421875,62248.94140625,65357.5,40975554494
2024-08-02,BTC,65353.5,65523.22265625,61184.89453125,61415.06640625,43060875727
2024-08-03,BTC,61414.80859375,62148.37109375,59836.52734375,60680.09375,31753030589
2024-08-04,BTC,60676.09375,61062.98828125,57210.8046875,58116.9765625,31758917219
2024-08-05,BTC,58110.296875,58268.828125,49121.23828125,53991.45703125,108991085584
2024-08-06,BTC,53991.34765625,57059.91796875,53973.2734375,56034.31640625,49300484106
2024-08-07,BTC,56040.6328125,57726.8828125,54620.5078125,55027.4609375,41637562185
2024-08-08,BTC,55030.02734375,62673.765625,54766.7265625,61710.13671875,45298472567
2024-08-09,BTC,61728.20703125,61751.86328125,59587.859375,60880.11328125,33425553115
2024-08-10,BTC,60881.23046875,61464.51171875,60287.56640625,60945.8125,15745822278
2024-08-11,BTC,60944.890625,61778.66015625,58348.82421875,58719.484375,22759754812
2024-08-12,BTC,58719.39453125,60680.33203125,57688.8984375,59354.515625,37078637820
2024-08-13,BTC,59356.20703125,61572.3984375,58506.25390625,60609.56640625,30327698167
2024-08-14,BTC,60611.05078125,61687.7578125,58472.875,58737.26953125,29961696180
2024-08-15,BTC,58733.26171875,59838.6484375,56161.59375,57560.09765625,35682112440
2024-08-16,BTC,57560.2734375,59847.359375,57110.01953125,58894.10546875,29350938673
2024-08-17,BTC,58893.53125,59694.66796875,58814.83203125,59478.97265625,13589684021
2024-08-18,BTC,59468.1328125,60262.71875,58445.40234375,58483.96484375,17740625837
2024-08-19,BTC,58480.7109375,59612.66015625,57864.7109375,59493.453125,25911207712
2024-08-20,BTC,59493.453125,61396.328125,58610.8828125,59012.79296875,31613400008
2024-08-21,BTC,59014.98828125,61834.3515625,58823.4453125,61175.19140625,32731154072
2024-08-22,BTC,61168.31640625,61408.109375,59815.25390625,60381.9140625,27625734377
2024-08-23,BTC,60380.953125,64947.0625,60372.05078125,64094.35546875,42530509233
2024-08-24,BTC,64103.87109375,64513.7890625,63619.91796875,64178.9921875,21430585163
2024-08-25,BTC,64176.3671875,64996.421875,63833.51953125,64333.54296875,18827683555
2024-08-26,BTC,64342.2265625,64489.70703125,62849.55859375,62880.66015625,27682040631
2024-08-27,BTC,62879.70703125,63210.796875,58116.75,59504.1328125,39103882198
2024-08-28,BTC,59507.92578125,60236.44921875,57890.67578125,59027.625,40289564698
2024-08-29,BTC,59027.46875,61184.08203125,58786.2265625,59388.1796875,32224990582
2024-08-30,BTC,59388.6015625,59896.88671875,57768.53125,59119.4765625,32292756405
2024-08-31,BTC,59117.48046875,59432.59375,58768.78515625,58969.8984375,12403470760
2024-09-01,BTC,58969.80078125,59062.0703125,57217.82421875,57325.48828125,24592449997
2024-09-02,BTC,57326.96875,59403.0703125,57136.02734375,59112.48046875,27036454524
2024-09-03,BTC,59106.19140625,59815.05859375,57425.16796875,57431.0234375,26666961053
2024-09-04,BTC,57430.34765625,58511.5703125,55673.1640625,57971.5390625,35627680312
2024-09-05,BTC,57971.703125,58300.58203125,55712.453125,56160.48828125,31030280656
2024-09-06,BTC,56160.19140625,56976.109375,52598.69921875,53948.75390625,49361693566
2024-09-07,BTC,53949.0859375,54838.14453125,53740.0703125,54139.6875,19061486526
2024-09-08,BTC,54147.93359375,55300.859375,53653.7578125,54841.56640625,18268287531
2024-09-09,BTC,54851.88671875,58041.125,54598.43359375,57019.53515625,34618096173
2024-09-10,BTC,57020.09765625,58029.9765625,56419.4140625,57648.7109375,28857630507
2024-09-11,BTC,57650.2890625,57991.3203125,55567.33984375,57343.171875,37049062672
2024-09-12,BTC,57343.171875,58534.359375,57330.1015625,58127.01171875,33835707949
2024-09-13,BTC,58130.32421875,60648.0234375,57650.11328125,60571.30078125,32490528356
2024-09-14,BTC,60569.1171875,60656.72265625,59517.8828125,60005.12109375,16428405496
2024-09-15,BTC,60000.7265625,60381.91796875,58696.30859375,59182.8359375,18120960867
2024-09-16,BTC,59185.2265625,59205.51171875,57501.33984375,58192.5078125,32032822113
2024-09-17,BTC,58192.5078125,61316.08984375,57628.0703125,60308.5390625,38075570118
2024-09-18,BTC,60309.0,61664.06640625,59218.25390625,61649.6796875,40990702891
2024-09-19,BTC,61651.15625,63872.44140625,61609.8671875,62940.45703125,42710252573
2024-09-20,BTC,62941.42578125,64119.53125,62364.60546875,63192.9765625,35177164222
2024-09-21,BTC,63184.33984375,63543.359375,62783.10546875,63394.83984375,14408616220
2024-09-22,BTC,63396.8046875,63993.421875,62440.7265625,63648.7109375,20183348802
2024-09-23,BTC,63643.1015625,64733.55859375,62628.078125,63329.80078125,31400285425
2024-09-24,BTC,63326.83984375,64695.21484375,62737.41796875,64301.96875,29938335243
2024-09-25,BTC,64302.58984375,64804.50390625,62945.375,63143.14453125,25078377700
2024-09-26,BTC,63138.546875,65790.796875,62669.26953125,65181.01953125,36873129847
2024-09-27,BTC,65180.6640625,66480.6953125,64852.9921875,65790.6640625,32058813449
2024-09-28,BTC,65792.1796875,66255.53125,65458.03515625,65887.6484375,15243637984
2024-09-29,BTC,65888.8984375,66069.34375,65450.015625,65635.3046875,14788214575
2024-09-30,BTC,65634.65625,65635.0546875,62873.6171875,63329.5,37112957475
2024-10-01,BTC,63335.60546875,64110.98046875,60189.27734375,60837.0078125,50220923500
2024-10-02,BTC,60836.32421875,62357.6875,59996.94921875,60632.78515625,40762722398
2024-10-03,BTC,60632.484375,61469.0390625,59878.8046875,60759.40234375,36106447279
2024-10-04,BTC,60754.625,62465.9921875,60459.94140625,62067.4765625,29585472513
2024-10-05,BTC,62067.609375,62371.0234375,61689.58203125,62089.94921875,13305410749
2024-10-06,BTC,62084.98828125,62959.5703125,61833.1484375,62818.953125,14776233667
2024-10-07,BTC,62819.109375,64443.70703125,62152.55078125,62236.66015625,34253562610
2024-10-08,BTC,62221.64453125,63174.3046875,61843.5625,62131.96875,28134475157
2024-10-09,BTC,62131.7265625,62508.8359375,60314.61328125,60582.1015625,27670982363
2024-10-10,BTC,60581.9296875,61236.72265625,58895.20703125,60274.5,30452813570
2024-10-11,BTC,60275.4609375,63400.87109375,60046.125,62445.08984375,30327141594
2024-10-12,BTC,62444.6171875,63448.78515625,62443.26953125,63193.0234375,16744110886
2024-10-13,BTC,63192.9453125,63272.65234375,62035.63671875,62851.375,18177529690
2024-10-14,BTC,62848.3984375,66482.4921875,62442.15234375,66046.125,43706958056
2024-10-15,BTC,66050.3671875,67881.6796875,64809.1953125,67041.109375,48863870879
2024-10-16,BTC,67042.4609375,68375.2890625,66758.7265625,67612.71875,38195189534
2024-10-17,BTC,67617.078125,67912.2109375,66647.390625,67399.8359375,32790898511
2024-10-18,BTC,67419.109375,68969.75,67177.8203125,68418.7890625,36857165014
2024-10-19,BTC,68418.9765625,68668.0078125,68024.640625,68362.734375,14443497908
2024-10-20,BTC,68364.1796875,69359.0078125,68105.71875,69001.703125,18975847518
2024-10-21,BTC,69002.0,69462.734375,66829.8515625,67367.8515625,37498611780
2024-10-22,BTC,67360.703125,67801.578125,66581.3671875,67361.40625,31808472566
2024-10-23,BTC,67362.375,67402.7421875,65188.03515625,66432.1953125,32263980353
2024-10-24,BTC,66653.703125,68798.9609375,66454.1015625,68161.0546875,31414428647
2024-10-25,BTC,68165.296875,68722.15625,65521.79296875,66642.4140625,41469984306
2024-10-26,BTC,66628.734375,67317.921875,66360.59375,67014.6953125,19588098156
2024-10-27,BTC,67023.4765625,68221.3125,66847.2265625,67929.296875,16721307878
2024-10-28,BTC,67922.671875,70212.265625,67535.1328125,69907.7578125,38799856657
2024-10-29,BTC,69910.046875,73577.2109375,69729.9140625,72720.4921875,58541874402
2024-10-30,BTC,72715.3671875,72905.296875,71411.734375,72339.5390625,40646637831
2024-10-31,BTC,72335.046875,72662.3125,69590.5,70215.1875,40627912076
2024-11-01,BTC,70216.8984375,71559.015625,68779.703125,69482.46875,49989795365
2024-11-02,BTC,69486.0234375,69867.3515625,69033.71875,69289.2734375,18184612091
2024-11-03,BTC,69296.3828125,69361.65625,67482.5234375,68741.1171875,34868307655
2024-11-04,BTC,68742.1328125,69433.1796875,66803.6484375,67811.5078125,41184819348
2024-11-05,BTC,67811.171875,70522.7890625,67458.8671875,69359.5625,46046889204
2024-11-06,BTC,69358.5,76460.15625,69322.03125,75639.078125,118592653963
2024-11-07,BTC,75637.0859375,76943.1171875,74480.421875,75904.859375,63467654989
2024-11-08,BTC,75902.8359375,77252.75,75648.7421875,76545.4765625,55176858003
2024-11-09,BTC,76556.1875,76932.765625,75773.7890625,76778.8671875,29009480361
2024-11-10,BTC,76775.546875,81474.421875,76565.4296875,80474.1875,82570594495
2024-11-11,BTC,80471.4140625,89604.5,80283.25,88701.484375,117966845037
2024-11-12,BTC,88705.5625,89956.8828125,85155.109375,87955.8125,133673285375
2024-11-13,BTC,87929.96875,93434.3515625,86256.9296875,90584.1640625,123559027869
2024-11-14,BTC,90574.8828125,91765.21875,86682.8125,87250.4296875,87616705248
2024-11-15,BTC,87284.1796875,91868.7421875,87124.8984375,91066.0078125,78243109518
2024-11-16,BTC,91064.3671875,91763.9453125,90094.2265625,90558.4765625,44333192814
2024-11-17,BTC,90558.4609375,91433.0390625,88741.6640625,89845.8515625,46350159305
2024-11-18,BTC,89843.71875,92596.7890625,89393.59375,90542.640625,75535775084
2024-11-19,BTC,90536.8125,94002.8671875,90426.984375,92343.7890625,74521048295
2024-11-20,BTC,92341.890625,94902.0234375,91619.5,94339.4921875,71730956426
2024-11-21,BTC,94334.640625,99014.21875,94132.6015625,98504.7265625,106024505582
2024-11-22,BTC,98496.4296875,99655.5,97222.6640625,98997.6640625,78473580551
